polarity,id,date,query,user,tweet,predicted_polarity,cleaned_text
0,413,Tue Jun 02 03:17:04 UTC 2009,time warner,JasonNegron,I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.,0,hate time warner soooo wish vios cant watch fricken mets game w buffering feel like im watching free internet porn
0,414,Tue Jun 02 03:17:26 UTC 2009,time warner,elphabablue,Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :),0,ahh got rid stupid time warner today taking nap roomies cook pretty good end monday
0,415,Tue Jun 02 03:17:55 UTC 2009,time warner,gabe_rp,Time Warner's HD line up is crap.,0,time warner hd line crap
0,416,Tue Jun 02 03:18:50 UTC 2009,time warner,JoeyCircles,is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!,0,fucked time warner cable didnt know modems could explode susan boyle sucks
2,417,Tue Jun 02 03:22:07 UTC 2009,time warner,ScooPost,Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk),0,time warner cable pulls plug girlfriend experience www tinyurl com fk
0,418,Tue Jun 02 03:23:50 UTC 2009,time warner,adamjleach,Time Warner Cable slogan: Where calling it a day at 2pm Happens.,0,time warner cable slogan calling day pm happens
2,419,Tue Jun 02 03:24:43 UTC 2009,china,HYPHYROCKSTAR,"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3",4,rocawear heads china building stores http tinyurl com nofet
2,420,Tue Jun 02 03:24:47 UTC 2009,china,BreakingBizNews,"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",4,climate focus turns beijing united nations us european governments called china co http tinyurl com lto n
2,421,Tue Jun 02 03:24:57 UTC 2009,china,myfoxdc,myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba,4,myfoxdc barrie students back trip china silver spring high school class trip china en http tinyurl com nlhqba
2,422,Tue Jun 02 03:25:01 UTC 2009,china,drlombardo,"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv",4,three china aerospace giants develop tianjin binhai new area b yuan invested http bit ly mmidv
2,423,Tue Jun 02 03:27:27 UTC 2009,gm,sinostream,http://xi.gs/04FO GM CEO: China will continue to be key partner,4,http xi gs fo gm ceo china continue key partner
2,424,Tue Jun 02 03:27:48 UTC 2009,gm,hammerauto,RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu,4,rt latimesautos time buy gm car http bit ly nrzlu
0,425,Tue Jun 02 03:29:23 UTC 2009,surgery,scoralli,Recovering from surgery..wishing @julesrenner was here :(,0,recovering surgery wishing julesrenner
4,426,Tue Jun 02 03:29:53 UTC 2009,dentist,sardonnica,"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!",0,wrist still hurts get looked hate dr dentist scary places time watch eagle eye want join txt
2,427,Tue Jun 02 03:32:14 UTC 2009,dentist,BChasnov,Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?,0,dentist tomorrow brush well morning like make hair nice get cut
0,428,Tue Jun 02 03:32:33 UTC 2009,dentist,LILJIZZEL,"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!",0,dentist lied u feel discomort prob even need pain pills man u twippin shit hurt many pills take
0,429,Tue Jun 02 03:32:45 UTC 2009,dentist,giz2000,@kirstiealley my dentist is great but she's expensive...=(,0,kirstiealley dentist great expensive
2,430,Tue Jun 02 03:33:30 UTC 2009,dentist,cmonaussiecmon,@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml,0,kirstiealley pet dentist http www funnyville com fv pictures dogdentures shtml
4,431,Tue Jun 02 03:33:53 UTC 2009,dentist,sorayabouby,is studing math ;) tomorrow exam and dentist :),0,studing math tomorrow exam dentist
0,432,Tue Jun 02 03:34:27 UTC 2009,dentist,jeffreymodest,my dentist was wrong... WRONG,0,dentist wrong wrong
0,433,Tue Jun 02 03:34:39 UTC 2009,dentist,yowneh,Going to the dentist later.:|,0,going dentist later
0,434,Tue Jun 02 03:34:58 UTC 2009,dentist,CWilliams_Rltr,Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?,0,son looking cars online hate car shopping would rather go dentist anyone good car good price sell
2,435,Tue Jun 02 04:29:16 UTC 2009,baseball,SimpleManJess,NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx,4,ncaa baseball super regional rams club http bit ly ro nx
2,436,Tue Jun 02 04:29:26 UTC 2009,baseball,H3LLGWAR,just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR,4,started playing major league baseball k http raptr com h llgwar
2,437,Tue Jun 02 04:29:30 UTC 2009,baseball,LouisvilleGrads,Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.,4,cardinals baseball advance super regionals face cs fullerton friday
2,438,Tue Jun 02 04:39:24 UTC 2009,sony,SwainFamily,Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796,4,sony coupon code expires soon http www coupondork com r
2,439,Tue Jun 02 04:39:49 UTC 2009,safeway,neeeelia,waiting in line at safeway.,4,waiting line safeway
0,440,Tue Jun 02 04:39:59 UTC 2009,safeway,ryanlipert,luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?,0,luke got stopped walking safeway asked empty pockets lift shirts jacked
2,441,Tue Jun 02 04:41:03 UTC 2009,safeway,evan,Did not realize there is a gym above Safeway!,4,realize gym safeway
2,442,Tue Jun 02 04:41:07 UTC 2009,safeway,ronjon,"@XPhile1908 I have three words for you: ""Safeway dot com""",4,xphile three words safeway dot com
4,443,Tue Jun 02 04:41:19 UTC 2009,safeway,missleigh,Safeway is very rock n roll tonight,4,safeway rock n roll tonight
2,444,Tue Jun 02 04:41:36 UTC 2009,safeway,SharkKMV,Bout to hit safeway I gotta eat,0,bout hit safeway gotta eat
2,445,Tue Jun 02 04:41:48 UTC 2009,safeway,bosZmom,Jake's going to safeway!,4,jake going safeway
2,446,Tue Jun 02 04:41:58 UTC 2009,safeway,penlynwilson,Found a safeway. Picking up a few staples.,4,found safeway picking staples
2,447,Tue Jun 02 04:42:28 UTC 2009,safeway,mobileadgirl,Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w,4,safeway super marketing via mobile coupons http bit ly onh w
0,448,Tue Jun 02 04:42:34 UTC 2009,safeway,phantomzangel,The safeway bathroom still smells like ass!,0,safeway bathroom still smells like ass
0,449,Tue Jun 02 04:42:46 UTC 2009,safeway,BreezB,"At safeway on elkhorn, they move like they're dead!",0,safeway elkhorn move like dead
2,451,Tue Jun 02 06:53:03 UTC 2009,eating,nonstopdiets,Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,4,normal weight get normal eating blog http bit ly zet
2,452,Tue Jun 02 06:53:11 UTC 2009,eating,janelleshanks,Is Eating and Watching Movies....,4,eating watching movies
2,456,Tue Jun 02 06:53:27 UTC 2009,eating,hanaho,eating sashimi,4,eating sashimi
2,457,Tue Jun 02 06:53:37 UTC 2009,eating,Fiel,is eating  home made yema,4,eating home made yema
2,458,Tue Jun 02 06:54:16 UTC 2009,eating,aaindefenzo,eating cake,4,eating cake
4,531,Thu Jun 04 16:49:55 UTC 2009,nike,CrownRoyal8,i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.,4,love dwight howard vitamin water commercial wish nike adidas lol
0,532,Thu Jun 04 16:52:36 UTC 2009,nike,MrGQ,Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic,0,found nothing nike factory banana republic outlet http myloc zic
2,533,Thu Jun 04 16:53:09 UTC 2009,nike,ngngfrancis,iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc,4,iphone may get radio tagging nike recently released itunes version suggests voiceover functional http tinyurl com oq ctc
4,534,Thu Jun 04 16:54:23 UTC 2009,nike,mikelongden,is lovin his Nike  already and that's only from running on the spot in his bedroom,4,lovin nike already running spot bedroom
2,556,Sun Jun 07 01:12:50 UTC 2009,jquery,imgsearch,Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp,4,launched http imgsearch net imgsearch ajax jquery webapp
4,557,Sun Jun 07 01:13:52 UTC 2009,jquery,teagone,@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.,4,matthewcyan finally got around using jquery make bio collapse yay slide animations
2,558,Sun Jun 07 01:14:08 UTC 2009,jquery,marcroberts,RT @jquery: The Ultimate jQuery List - http://jquerylist.com/,4,rt jquery ultimate jquery list http jquerylist com
2,559,Sun Jun 07 01:14:15 UTC 2009,jquery,jacobrothstein,I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb,4,extracted open sourced jquery plugin stormweight highlight text regular expression http bit ly ybjkb
2,560,Sun Jun 07 01:14:19 UTC 2009,jquery,bedroomation,@anna_debenham what was the php jquery hack?,4,anna debenham php jquery hack
2,561,Sun Jun 07 01:14:42 UTC 2009,jquery,vmkobs,jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/,4,jquery cheat sheet http www javascripttoolbox com jquery cheatsheet
2,562,Sun Jun 07 01:15:04 UTC 2009,jquery,NewTechBooks,Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5,4,beginning javascript css development jquery javascript css jquery http bit ly e
4,563,Sun Jun 07 03:27:57 UTC 2009,warren buffet,adthomas3,"@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.",4,pdubyad right lol get high expectations warren buffet style
4,564,Sun Jun 07 03:28:08 UTC 2009,warren buffet,Alfred04654,"RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet",4,rt blknprecious rt great dbroos someone sitting shade today someone planted tree long time ago warren buffet
2,565,Sun Jun 07 03:28:50 UTC 2009,warren buffet,LovelyMiska,Warren Buffet on the economy http://ping.fm/Lau0p,4,warren buffet economy http ping fm lau p
4,566,Sun Jun 07 03:29:15 UTC 2009,warren buffet,adamgilmer,"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune",4,warren buffet became time richest man united states working investing big idea lead fortune
4,567,Sun Jun 07 17:42:47 UTC 2009,notre dame school,PatfaceCatface,"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*",4,according create school notre dame receivers ncaa higher rating sweet
2,568,Sun Jun 07 17:42:56 UTC 2009,notre dame school,MY_NBA_PLAYOFFS,All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA,4,star basketball classic tuesday features top talent chattanooga notre dame high school play host http bit ly qltja
4,569,Sun Jun 07 21:38:16 UTC 2009,kindle2,rachaelbender,@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2,4,blondebroad definitely warranty experience amazon support kindle great contact kindle
2,570,Sun Jun 07 21:38:42 UTC 2009,kindle2,aqrinc,"RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ...",4,rt look available amazon kindle kindle dx get http short ub top electronic book reader period free day ship
0,571,Sun Jun 07 21:47:01 UTC 2009,time warner,davepurcell,Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.,0,time warner road runner customer support absolutely blows hate high speed net options ready go nuclear
0,572,Sun Jun 07 21:47:20 UTC 2009,time warner,MarleyLuv26,Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!,0,time warner cable phone reps r dumber nails ugh cable working mins ago wtf
0,573,Sun Jun 07 21:47:33 UTC 2009,time warner,acomicbookgirl,@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :),4,siratomofbones tried time warner nice recorded today
0,574,Sun Jun 07 21:47:42 UTC 2009,time warner,MichelleEReagan,OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.,0,omg time warner f ed internet install instead today next saturday another week w internet ehfa v fhg fml
0,575,Sun Jun 07 21:47:50 UTC 2009,time warner,jpaje11,"wth..i have never seen a line this loooong at time warner before, ugh.",0,wth never seen line loooong time warner ugh
0,576,Sun Jun 07 21:47:56 UTC 2009,time warner,JessSlevin,Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon,4,impatiently awaiting arrival time warner guy way pretty inside afternoon
2,577,Mon Jun 08 00:01:29 UTC 2009,federer,jworthington,Man accosts Roger Federer during French Open http://ff.im/3HCPT,0,man accosts roger federer french open http ff im hcpt
0,578,Mon Jun 08 01:58:49 UTC 2009,"""naive bayes""",R0B3rt2,Naive Bayes using EM for Text Classification. Really Frustrating...,0,naive bayes using em text classification really frustrating
4,585,Mon Jun 08 06:28:01 UTC 2009,stanford,TammyT,We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.,0,went stanford university today got tour made want go back college also decided kids go
2,586,Mon Jun 08 06:28:05 UTC 2009,stanford,elliottng,Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme,4,investigation pending death stanford cs prof google mentor rajeev motwani http bit ly lwour tip techmeme
2,587,Mon Jun 08 06:28:23 UTC 2009,stanford,Shibuki_kun,"I'm going to bed. It was a successful weekend. Stanford, here I come.",4,going bed successful weekend stanford come
0,588,Mon Jun 08 06:55:01 UTC 2009,car warranty call,painhatelove,"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags",0,karrisfoxy harassed calls car warranty changing number fix call every number bags
0,589,Mon Jun 08 06:55:36 UTC 2009,car warranty call,russdavisdotcom,Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.,0,blocked united blood services using google voice call car warranty guys
0,594,Mon Jun 08 19:59:16 UTC 2009,at&t,jamesmakeseyes,#at&amp;t is complete fail.,0,complete fail
0,595,Mon Jun 08 19:59:23 UTC 2009,at&t,mikeyil,@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU,0,broskiii oh snap work
0,596,Mon Jun 08 19:59:26 UTC 2009,at&t,nakiasmile,@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal,0,mbjthegreat really dont want phone service suck comes signal
0,597,Mon Jun 08 20:00:52 UTC 2009,at&t,wiiskey,"I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)",0,say cut small talk new slogan f k give us money apologies bob geldof
0,598,Mon Jun 08 20:01:11 UTC 2009,at&t,brkd,pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299,0,pissed mid contract upgrade price iphone going pay something thought
0,599,Mon Jun 08 20:02:01 UTC 2009,at&t,jesusmbaez,Safari 4 is fast :) Even on my shitty AT&amp;T tethering.,0,safari fast even shitty tethering
0,600,Mon Jun 08 20:06:29 UTC 2009,at&t,ClaystationX,@ims What is AT&amp;T fucking up?,0,ims fucking
0,601,Mon Jun 08 20:06:57 UTC 2009,at&t,matthewphewes,@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!,0,springsingfiend dvyers sethdaggett jlshack dropped ball supporting crap new iphone fail att sucks
0,602,Mon Jun 08 20:08:26 UTC 2009,at&t,chelseabot,"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.",0,mmbarnhill yay glad got phone still damn
2,603,Mon Jun 08 20:46:01 UTC 2009,wave sandbox,girgely,Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc,4,google wave developer sandbox account request http bit ly nylc
0,613,Tue Jun 09 01:02:11 UTC 2009,bing,StrategisAdv,"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8",4,talk cheap bing stick google http bit ly xc c
0,614,Tue Jun 09 03:58:40 UTC 2009,summize,fabulousaura,"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye",0,defsounds wtf point deleting tweets still found summize searches twitter please fix thanks bye
2,626,Wed Jun 10 05:24:16 UTC 2009,google,drylight,@mattcutts have google profiles stopped showing up in searches? cant see them anymore,0,mattcutts google profiles stopped showing searches cant see anymore
4,627,Wed Jun 10 05:24:26 UTC 2009,google,ManiKarthik,@ArunBasilLal I love Google Translator too ! :D Good day mate !,4,arunbasillal love google translator good day mate
4,1002,Mon May 11 03:17:54 UTC 2009,kindle2,jhall515,reading on my new Kindle2!,4,reading new kindle
4,1003,Mon May 11 03:18:59 UTC 2009,kindle2,HappyWino,My Kindle2 came and I LOVE it! :),4,kindle came love
4,1004,Mon May 11 03:21:50 UTC 2009,kindle2,Teaguem2005,"LOVING my new Kindle2.  Named her Kendra in case u were wondering. The ""cookbook"" is THE tool cuz it tells u all the tricks!  Best gift EVR!",4,loving new kindle named kendra case u wondering cookbook tool cuz tells u tricks best gift evr
0,1005,Mon May 11 03:22:24 UTC 2009,aig,dailysourcedev,The real AIG scandal / http://bit.ly/b82Px,0,real aig scandal http bit ly b px
2,1006,Mon May 11 03:27:20 UTC 2009,twitter,gandhirama,Any twitter to aprs apps yet?,0,twitter aprs apps yet
2,1007,Mon May 11 03:27:58 UTC 2009,twitter,delpop,45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ,4,pros following twitter http gd smbz
4,1008,Mon May 11 03:29:01 UTC 2009,obama,lingbellbell,Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.,4,obama quite good comedian check dinner speech cnn funny jokes
4,1009,Mon May 11 03:29:38 UTC 2009,obama,motsandco," Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech..",4,barack obama shows funny side http tr im l gy great speech
4,1010,Mon May 11 03:29:41 UTC 2009,obama,mickou,"I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!",4,like guy barack obama shows funny side http tr im l gy
4,1011,Mon May 11 03:32:35 UTC 2009,obama,meggentile,Obama's speech was pretty awesome last night! http://bit.ly/IMXUM,4,obama speech pretty awesome last night http bit ly imxum
4,1012,Mon May 11 03:33:05 UTC 2009,obama,failness,"Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7",0,reading bill clinton fail obama win http tinyurl com pcyxj
4,1013,Mon May 11 03:33:43 UTC 2009,obama,kledy,Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu,4,obama popular u among arabs survey president barack obama popularity leading arab countries http tinyurl com prlvqu
4,1014,Mon May 11 03:34:04 UTC 2009,obama,LaurelEdelstein,Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;),4,obama got jokes haha got watch bit dinner speech last night love mr president
0,1015,Mon May 11 05:19:58 UTC 2009,lebron,chelseabigass,LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750,0,lebron james got car accident guess heard evening news wow cant believe ok http twtad com
4,1016,Mon May 11 05:20:22 UTC 2009,lebron,Smitty478,is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,0,best playoffs years oh yea lebron melo finals
4,1017,Mon May 11 05:20:41 UTC 2009,lebron,PurpleGorillaZz,"@khalid0456 No, Lebron is the best",4,khalid lebron best
4,1018,Mon May 11 05:20:48 UTC 2009,lebron,MsStacha,@the_real_usher LeBron is cool.  I like his personality...he has good character.,4,real usher lebron cool like personality good character
4,1019,Mon May 11 05:21:25 UTC 2009,lebron,undefeated310,Watching Lebron highlights. Damn that niggas good,0,watching lebron highlights damn niggas good
4,1020,Mon May 11 05:21:57 UTC 2009,lebron,BI_POLAROID,@Lou911 Lebron is MURDERING shit.,0,lou lebron murdering shit
4,1021,Mon May 11 05:22:06 UTC 2009,lebron,IAmNoeAngel,@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready.,0,uscsports lebron monsta smh world ready
4,1022,Mon May 11 05:22:26 UTC 2009,lebron,ksmedia,@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.,4,cthagod lebron done nba probably greater kobe like u said kobe good alot good players
4,1023,Mon May 11 05:22:40 UTC 2009,lebron,PrEttIBoIGaRy,KOBE IS GOOD BT LEBRON HAS MY VOTE,4,kobe good bt lebron vote
0,1024,Mon May 11 05:22:51 UTC 2009,lebron,kellan38,Kobe is the best in the world not lebron .,4,kobe best world lebron
4,1025,Mon May 11 05:52:44 UTC 2009,world cup,jsincere150,"@asherroth World Cup 2010 Access?? Damn, that's a good look!",0,asherroth world cup access damn good look
4,1026,Mon May 11 05:53:33 UTC 2009,world cup 2010,biren,Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI,4,bought tickets fifa world cup south africa going great summer http bit ly gezi
2,1031,Mon May 11 19:49:06 UTC 2009,fred wilson,DoAndroidsDream,Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG,4,share disruption fred wilson slides talk google hq http bit ly bo pg
0,2010,Thu May 14 02:58:11 UTC 2009,"""booz allen""",Moc5085,I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :),0,go booz allen hamilton hr meeting get go home
4,2011,Thu May 14 03:41:01 UTC 2009,indian election,citizenofindia,"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election.",4,great indian tamasha truly unfold may result day indian general election
4,2012,Thu May 14 05:23:32 UTC 2009,kindle2,Melonze,"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.",4,crlane kindle seen pictures dx seen person love kindle everyday
4,2013,Thu May 14 05:24:33 UTC 2009,kindle2,SPReviews,@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF,4,criticalpath awesome idea continual learning program kindle http bit ly zlff
2,2014,Thu May 14 05:25:08 UTC 2009,40d,ha_nobita,ok.. do nothing.. just thinking about 40D,0,ok nothing thinking
4,2015,Thu May 14 05:26:03 UTC 2009,40d,Jen2Squared,"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!",4,faithbabywear ooooh model getting love love love love
4,2018,Fri May 15 06:45:54 UTC 2009,india election,__new,The Times of India: The wonder that is India's election. http://bit.ly/p7u1H,4,times india wonder india election http bit ly p u h
4,2080,Sat May 16 16:18:47 UTC 2009,google,BillVick,http://is.gd/ArUJ Good video from Google on using search options.,4,http gd aruj good video google using search options
0,2083,Sat May 16 22:42:21 UTC 2009,itchy,xmikeflhxcx,@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.,0,ambcharlesfield lol ah skin itchy damn lawnmowing
0,2084,Sat May 16 22:42:40 UTC 2009,itchy,Timl9068,itchy back!! dont ya hate it!,0,itchy back dont ya hate
4,2085,Sat May 16 23:48:10 UTC 2009,stanford,PassionModel,Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH,4,stanford charity fashion show top draw http cli gs nenuah
4,2086,Sat May 16 23:48:38 UTC 2009,stanford,TechUpdater,Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl,4,stanford university facebook profile one popular official university pages http tinyurl com p b fl
4,2087,Sat May 16 23:58:44 UTC 2009,lyx,robotickilldozr,Lyx is cool.,4,lyx cool
4,2093,Sun May 17 15:04:50 UTC 2009,Danny Gokey,TheDALiSiA,SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!,0,sooo dissapointed sent danny gokey home still rock danny hometown hero yeah milrockee
4,2094,Sun May 17 15:04:55 UTC 2009,Danny Gokey,fashion_retweet,"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV",4,rt passionmodel american idol fashion adam lambert tones danny gokey cute http cli gs jwshv
4,2095,Sun May 17 15:05:07 UTC 2009,Danny Gokey,angelkim17,@dannygokey I love you DANNY GOKEY!! :),4,dannygokey love danny gokey
2,2096,Sun May 17 15:10:58 UTC 2009,gm,download11,RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1,0,rt justindavey rt tweetmeme gm onstar instantly sends accident location coordinates gps obsessed http bit ly szl
0,2097,Sun May 17 17:27:54 UTC 2009,sleep,nichole17,so tired. i didn't sleep well at all last night.,0,tired sleep well last night
0,2098,Sun May 17 17:29:05 UTC 2009,san francisco,xstaylor,Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech.,0,boarding plane san francisco hour hr flight blech
0,2099,Sun May 17 17:29:41 UTC 2009,san francisco,miwahh,bonjour San Francisco. My back hurts from last night..,0,bonjour san francisco back hurts last night
2,2100,Sun May 17 17:30:03 UTC 2009,san francisco,bKnapp,"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t",4,breakers san francisco ca http loopt us v bw
2,2101,Sun May 17 17:30:25 UTC 2009,san francisco,rayceja,Heading to San Francisco,4,heading san francisco
4,2102,Sun May 17 17:30:48 UTC 2009,san francisco,deepikaC,With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!,4,best girl hours san francisco mmmmmfamily wonderful
0,2103,Sun May 17 17:31:44 UTC 2009,aig,kaaslaw,"F*** up big, or go home - AIG",0,f big go home aig
4,2104,Sun May 17 17:34:55 UTC 2009,star trek,Pgobb,Went to see the Star Trek movie last night.  Very satisfying.,4,went see star trek movie last night satisfying
4,2105,Sun May 17 17:35:23 UTC 2009,star trek,qrboy85,"I can't wait, going to see star trek tonight!!",4,wait going see star trek tonight
4,2106,Sun May 17 17:35:58 UTC 2009,star trek,adamrisser,Star Trek was as good as everyone said!!,4,star trek good everyone said
4,2107,Mon May 18 01:13:21 UTC 2009,Malcolm Gladwell,GoodPhoenix,am loving new malcolm gladwell book - outliers,4,loving new malcolm gladwell book outliers
4,2108,Mon May 18 01:13:42 UTC 2009,Malcolm Gladwell,silentcarto,I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.,4,highly recommend malcolm gladwell tipping point next audiobook probably one well
0,2109,Mon May 18 01:14:02 UTC 2009,Malcolm Gladwell,kerrrrrr,Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot,0,malcolm gladwell genius tricking people realizing fucking idiot
0,2110,Mon May 18 01:14:35 UTC 2009,Malcolm Gladwell,bling_crosby,"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit",0,sportsguy hey offense malcolm gladwell pretenious annoying cunt brings cant read shit
4,2111,Mon May 18 01:15:31 UTC 2009,Malcolm Gladwell,ripplemdk,RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.,4,rt clashmore http bit ly soyv great article malcolm gladwell
4,2112,Mon May 18 01:16:10 UTC 2009,Malcolm Gladwell,drewlew34,I seriously underestimated Malcolm Gladwell.  I want to meet this dude.,0,seriously underestimated malcolm gladwell want meet dude
0,2113,Mon May 18 01:21:12 UTC 2009,comcast,MrsGinobili,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do,0,hate comcast right everything cable internet phone ughh
